Seq,MAC Address,RSSI,Rate,Timestamp,Signal_Length,RX_State,Channel,Secondary_Channel,BB_Format,Single_MPDU,Noise_Floor,RX_End_State,Second,RX_Estimate_Info_Valid,RX_Estimate_Len,HE_SIG_A1,HE_SIG_A2,HE_SIG_B_Len,Is_Group,RX_Match0,RX_Match1,RX_Match2,RX_Match3,CSI_Data
3040,66:59:62:45:00:7e,-48,11,162441929,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '23', '19', '22', '22', '19', '23', '17', '25', '15', '26', '14', '27', '12', '27', '11', '27', '9', '27', '8', '26', '8', '26', '8', '24', '7', '25', '6', '24', '7', '22', '7', '22', '8', '21', '8', '21', '9', '21', '9', '20', '10', '20', '11', '19', '12', '19', '13', '19', '13', '20', '15', '19', '16', '19', '16', '20', '0', '0', '17', '20', '17', '18', '18', '18', '17', '17', '18', '16', '17', '16', '18', '15', '19', '15', '19', '15', '19', '14', '19', '14', '20', '13', '21', '13', '22', '13', '21', '14', '23', '15', '22', '14', '23', '15', '23', '16', '23', '17', '23', '17', '23', '18', '22', '19', '21', '19', '21', '22', '20', '22', '19', '24', '18', '26', '0', '0', '0', '0', '0', '0']"
3041,66:59:62:45:00:7e,-49,11,162487981,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-30', '2', '-30', '0', '-30', '-1', '-29', '-3', '-29', '-5', '-29', '-6', '-28', '-7', '-28', '-7', '-27', '-8', '-26', '-7', '-25', '-7', '-25', '-8', '-24', '-7', '-23', '-6', '-22', '-5', '-22', '-5', '-21', '-3', '-21', '-2', '-21', '0', '-21', '1', '-21', '2', '-21', '3', '-21', '5', '-21', '6', '-21', '8', '-21', '8', '-21', '10', '-20', '10', '0', '0', '-19', '13', '-19', '13', '-19', '14', '-17', '15', '-16', '16', '-16', '17', '-15', '17', '-14', '18', '-12', '19', '-12', '19', '-11', '20', '-11', '21', '-10', '22', '-10', '23', '-9', '24', '-8', '25', '-9', '26', '-8', '27', '-9', '27', '-9', '27', '-10', '28', '-11', '29', '-11', '29', '-12', '28', '-12', '28', '-13', '28', '-15', '28', '-16', '28', '0', '0', '0', '0', '0', '0']"
3042,66:59:62:45:00:7e,-45,11,162537533,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-5', '30', '-8', '30', '-10', '29', '-12', '28', '-15', '26', '-17', '25', '-18', '24', '-18', '23', '-19', '22', '-19', '20', '-19', '20', '-19', '18', '-20', '17', '-19', '17', '-18', '16', '-18', '15', '-17', '15', '-17', '16', '-16', '17', '-16', '17', '-16', '17', '-15', '17', '-16', '18', '-15', '19', '-15', '20', '-15', '20', '-15', '20', '-15', '21', '0', '0', '-15', '22', '-16', '20', '-15', '21', '-14', '21', '-15', '20', '-14', '20', '-13', '20', '-13', '21', '-12', '21', '-12', '21', '-13', '21', '-13', '21', '-13', '21', '-12', '21', '-13', '23', '-13', '23', '-14', '23', '-15', '23', '-15', '23', '-16', '23', '-18', '23', '-19', '22', '-20', '21', '-21', '20', '-22', '19', '-24', '18', '-25', '16', '-27', '14', '0', '0', '0', '0', '0', '0']"
3043,66:59:62:45:00:7e,-45,11,162587380,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '30', '3', '30', '5', '30', '6', '29', '8', '28', '10', '29', '12', '27', '12', '26', '12', '25', '12', '25', '12', '24', '12', '24', '12', '23', '11', '23', '10', '22', '9', '22', '8', '22', '7', '21', '6', '22', '5', '22', '4', '23', '3', '23', '2', '23', '0', '24', '0', '24', '-2', '25', '-3', '26', '-3', '26', '-4', '0', '0', '25', '-6', '26', '-6', '25', '-8', '24', '-8', '24', '-9', '23', '-9', '23', '-10', '22', '-11', '21', '-12', '21', '-13', '20', '-14', '20', '-15', '20', '-16', '20', '-17', '20', '-17', '20', '-17', '20', '-18', '20', '-19', '20', '-19', '21', '-19', '21', '-19', '23', '-19', '23', '-19', '23', '-18', '24', '-17', '24', '-17', '26', '-16', '27', '-15', '0', '0', '0', '0', '0', '0']"
3044,66:59:62:45:00:7e,-44,11,162639701,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-25', '-18', '-24', '-19', '-23', '-20', '-22', '-20', '-21', '-22', '-20', '-21', '-20', '-23', '-19', '-21', '-19', '-22', '-17', '-21', '-18', '-20', '-17', '-20', '-16', '-19', '-17', '-17', '-17', '-16', '-18', '-16', '-18', '-14', '-19', '-14', '-19', '-11', '-21', '-11', '-21', '-9', '-22', '-9', '-23', '-7', '-23', '-6', '-24', '-5', '-25', '-4', '-26', '-3', '-25', '-3', '0', '0', '-26', '0', '-27', '2', '-25', '3', '-26', '4', '-25', '5', '-24', '6', '-24', '7', '-23', '9', '-22', '9', '-22', '10', '-21', '11', '-20', '12', '-20', '13', '-19', '15', '-21', '15', '-19', '17', '-20', '17', '-20', '18', '-20', '18', '-21', '19', '-21', '19', '-22', '19', '-22', '20', '-22', '19', '-22', '18', '-22', '18', '-24', '18', '-24', '17', '0', '0', '0', '0', '0', '0']"
3045,66:59:62:45:00:7e,-45,11,162688604,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '9', '-28', '12', '-27', '14', '-27', '16', '-25', '17', '-23', '20', '-22', '20', '-21', '20', '-20', '21', '-18', '21', '-17', '20', '-16', '21', '-15', '20', '-15', '20', '-14', '19', '-13', '19', '-13', '18', '-13', '17', '-14', '17', '-15', '17', '-16', '16', '-15', '16', '-16', '16', '-16', '16', '-17', '16', '-18', '16', '-18', '16', '-19', '16', '-19', '0', '0', '16', '-20', '16', '-20', '16', '-20', '15', '-20', '15', '-20', '15', '-19', '14', '-19', '14', '-19', '13', '-20', '13', '-20', '13', '-20', '13', '-21', '13', '-21', '13', '-22', '13', '-22', '13', '-22', '14', '-23', '15', '-22', '15', '-23', '16', '-23', '18', '-22', '19', '-22', '20', '-21', '21', '-20', '22', '-19', '23', '-18', '25', '-16', '26', '-15', '0', '0', '0', '0', '0', '0']"
3046,66:59:62:45:00:7e,-46,11,162742892,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-24', '15', '-25', '14', '-25', '12', '-25', '11', '-26', '10', '-26', '9', '-26', '9', '-26', '9', '-25', '8', '-24', '8', '-23', '8', '-23', '7', '-23', '8', '-21', '9', '-19', '9', '-18', '9', '-17', '10', '-17', '12', '-15', '13', '-15', '14', '-13', '14', '-12', '15', '-11', '16', '-10', '17', '-9', '19', '-8', '19', '-7', '20', '-6', '21', '0', '0', '-3', '22', '-3', '22', '-1', '22', '1', '23', '2', '22', '3', '22', '4', '21', '6', '21', '7', '21', '8', '21', '10', '21', '10', '20', '12', '20', '12', '20', '16', '20', '16', '20', '16', '21', '18', '21', '18', '21', '19', '21', '18', '22', '18', '22', '19', '23', '19', '23', '18', '23', '18', '23', '18', '25', '17', '25', '0', '0', '0', '0', '0', '0']"
3047,66:59:62:45:00:7e,-45,11,162792746,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-7', '-30', '-6', '-27', '-2', '-29', '0', '-29', '1', '-28', '3', '-28', '4', '-27', '5', '-27', '6', '-26', '7', '-25', '7', '-24', '6', '-23', '6', '-23', '6', '-22', '5', '-21', '5', '-21', '4', '-20', '3', '-21', '2', '-21', '1', '-21', '0', '-20', '-1', '-20', '-2', '-21', '-3', '-22', '-4', '-23', '-5', '-22', '-6', '-22', '-6', '-24', '0', '0', '-7', '-24', '-9', '-24', '-8', '-24', '-9', '-24', '-9', '-23', '-10', '-22', '-10', '-22', '-11', '-22', '-12', '-22', '-12', '-22', '-13', '-23', '-13', '-21', '-14', '-21', '-14', '-22', '-15', '-23', '-15', '-23', '-15', '-23', '-15', '-24', '-15', '-25', '-15', '-26', '-15', '-27', '-14', '-27', '-13', '-27', '-11', '-27', '-10', '-29', '-9', '-30', '-8', '-30', '-6', '-30', '0', '0', '0', '0', '0', '0']"
3048,66:59:62:45:00:7e,-45,11,162844986,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-8', '-28', '-6', '-28', '-3', '-29', '-1', '-29', '0', '-28', '1', '-29', '2', '-28', '3', '-28', '4', '-27', '4', '-26', '4', '-26', '2', '-25', '4', '-26', '2', '-23', '2', '-23', '0', '-22', '0', '-22', '-1', '-22', '-2', '-22', '-3', '-22', '-4', '-21', '-6', '-21', '-6', '-21', '-7', '-21', '-9', '-22', '-10', '-21', '-11', '-21', '-12', '-22', '0', '0', '-12', '-21', '-13', '-20', '-15', '-20', '-14', '-20', '-16', '-19', '-16', '-18', '-16', '-17', '-16', '-17', '-18', '-17', '-18', '-15', '-18', '-15', '-19', '-14', '-20', '-14', '-21', '-13', '-21', '-13', '-22', '-14', '-23', '-13', '-23', '-13', '-23', '-14', '-23', '-14', '-23', '-15', '-24', '-15', '-23', '-15', '-23', '-16', '-22', '-17', '-22', '-18', '-22', '-18', '-21', '-20', '0', '0', '0', '0', '0', '0']"
3049,66:59:62:45:00:7e,-44,11,162895171,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '23', '19', '22', '20', '20', '22', '18', '23', '16', '24', '15', '25', '13', '25', '12', '26', '11', '26', '10', '26', '9', '25', '9', '24', '8', '24', '8', '24', '9', '22', '8', '22', '9', '21', '9', '22', '10', '21', '10', '21', '11', '20', '12', '20', '13', '20', '13', '20', '14', '21', '14', '21', '15', '20', '16', '21', '0', '0', '16', '22', '17', '20', '16', '20', '17', '20', '16', '19', '16', '18', '17', '18', '17', '17', '17', '18', '17', '17', '18', '17', '18', '16', '18', '16', '19', '16', '20', '17', '20', '17', '20', '17', '20', '18', '20', '19', '20', '20', '19', '20', '19', '21', '18', '22', '17', '22', '16', '24', '15', '24', '14', '25', '12', '26', '0', '0', '0', '0', '0', '0']"
3050,66:59:62:45:00:7e,-47,11,162951910,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '28', '-20', '29', '-19', '31', '-18', '31', '-15', '31', '-13', '32', '-12', '31', '-11', '31', '-11', '31', '-10', '30', '-10', '29', '-9', '28', '-9', '27', '-9', '26', '-10', '24', '-10', '24', '-11', '22', '-12', '22', '-14', '21', '-15', '19', '-16', '19', '-17', '17', '-18', '17', '-20', '16', '-21', '15', '-24', '14', '-24', '14', '-25', '13', '-27', '0', '0', '11', '-29', '10', '-29', '10', '-30', '8', '-30', '7', '-30', '6', '-29', '5', '-30', '3', '-30', '2', '-31', '1', '-31', '-1', '-32', '-2', '-32', '-3', '-32', '-3', '-33', '-4', '-33', '-5', '-34', '-5', '-34', '-6', '-35', '-6', '-36', '-6', '-36', '-5', '-37', '-4', '-37', '-4', '-37', '-3', '-37', '-2', '-38', '-1', '-38', '0', '-38', '3', '-39', '0', '0', '0', '0', '0', '0']"
3051,66:59:62:45:00:7e,-45,11,163001458,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-21', '-22', '-19', '-24', '-16', '-25', '-14', '-26', '-12', '-27', '-11', '-27', '-9', '-28', '-7', '-27', '-6', '-27', '-5', '-27', '-4', '-26', '-4', '-25', '-4', '-25', '-3', '-24', '-4', '-23', '-4', '-23', '-5', '-22', '-5', '-23', '-6', '-22', '-7', '-22', '-7', '-21', '-8', '-21', '-9', '-21', '-10', '-22', '-10', '-23', '-11', '-22', '-11', '-22', '-12', '-23', '0', '0', '-13', '-23', '-13', '-23', '-13', '-22', '-13', '-23', '-13', '-21', '-13', '-21', '-14', '-20', '-14', '-20', '-15', '-20', '-15', '-20', '-15', '-20', '-15', '-19', '-16', '-19', '-16', '-19', '-17', '-21', '-17', '-21', '-17', '-21', '-16', '-22', '-16', '-23', '-16', '-24', '-16', '-25', '-15', '-25', '-14', '-26', '-12', '-26', '-11', '-28', '-10', '-28', '-8', '-29', '-6', '-30', '0', '0', '0', '0', '0', '0']"
3052,66:59:62:45:00:7e,-44,11,163049277,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-3', '28', '-6', '28', '-8', '28', '-10', '27', '-12', '25', '-14', '25', '-14', '24', '-15', '23', '-16', '22', '-16', '21', '-17', '20', '-17', '18', '-16', '19', '-16', '18', '-15', '17', '-15', '16', '-14', '17', '-14', '18', '-13', '18', '-13', '19', '-13', '18', '-13', '19', '-12', '20', '-12', '20', '-12', '22', '-12', '22', '-12', '22', '-12', '23', '0', '0', '-12', '24', '-13', '23', '-12', '22', '-11', '23', '-11', '22', '-11', '22', '-10', '22', '-10', '22', '-9', '23', '-10', '22', '-10', '22', '-9', '22', '-10', '22', '-10', '23', '-10', '24', '-9', '24', '-11', '24', '-11', '25', '-11', '24', '-13', '25', '-14', '24', '-15', '24', '-17', '23', '-17', '21', '-19', '21', '-20', '21', '-22', '19', '-23', '17', '0', '0', '0', '0', '0', '0']"
3053,66:59:62:45:00:7e,-44,11,163095615,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-23', '19', '-24', '17', '-24', '16', '-25', '14', '-26', '13', '-27', '11', '-26', '10', '-26', '10', '-26', '9', '-25', '9', '-25', '8', '-24', '8', '-23', '8', '-22', '9', '-21', '9', '-21', '9', '-20', '9', '-19', '11', '-18', '12', '-18', '13', '-18', '13', '-17', '14', '-17', '16', '-16', '16', '-15', '19', '-15', '19', '-15', '20', '-14', '21', '0', '0', '-13', '23', '-13', '22', '-13', '22', '-11', '22', '-10', '22', '-9', '22', '-9', '23', '-7', '23', '-7', '23', '-5', '23', '-5', '24', '-4', '24', '-3', '24', '-3', '25', '-2', '25', '-2', '26', '-2', '27', '-1', '27', '-2', '27', '-2', '28', '-3', '28', '-4', '29', '-4', '28', '-4', '28', '-5', '28', '-6', '28', '-7', '28', '-9', '28', '0', '0', '0', '0', '0', '0']"
3054,66:59:62:45:00:7e,-45,11,163151424,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-25', '-18', '-24', '-19', '-23', '-19', '-21', '-20', '-21', '-21', '-21', '-22', '-20', '-22', '-19', '-21', '-18', '-21', '-18', '-20', '-18', '-20', '-18', '-20', '-18', '-19', '-17', '-17', '-18', '-17', '-18', '-15', '-18', '-14', '-19', '-12', '-20', '-11', '-21', '-9', '-21', '-9', '-22', '-7', '-22', '-6', '-24', '-4', '-24', '-4', '-25', '-3', '-25', '-2', '-25', '0', '0', '0', '-25', '3', '-25', '3', '-25', '5', '-25', '6', '-24', '7', '-24', '8', '-22', '9', '-23', '10', '-21', '12', '-21', '12', '-20', '13', '-20', '15', '-19', '15', '-19', '17', '-19', '18', '-19', '19', '-19', '20', '-19', '20', '-19', '21', '-19', '21', '-19', '21', '-20', '23', '-20', '22', '-21', '21', '-21', '21', '-21', '21', '-23', '21', '-23', '20', '0', '0', '0', '0', '0', '0']"
3055,66:59:62:45:00:7e,-44,11,163198052,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '1', '29', '-1', '29', '-4', '29', '-6', '29', '-7', '28', '-8', '28', '-10', '27', '-10', '27', '-11', '26', '-11', '25', '-11', '24', '-11', '23', '-11', '23', '-11', '23', '-10', '22', '-9', '21', '-8', '21', '-8', '22', '-8', '23', '-7', '22', '-5', '23', '-4', '23', '-3', '23', '-2', '23', '-3', '25', '-2', '24', '-2', '25', '0', '26', '0', '0', '1', '27', '1', '25', '1', '25', '2', '26', '2', '25', '3', '24', '4', '23', '5', '23', '5', '24', '5', '23', '6', '23', '7', '23', '7', '22', '8', '23', '9', '24', '9', '25', '9', '24', '9', '25', '9', '25', '9', '26', '8', '27', '8', '27', '7', '27', '6', '27', '5', '28', '4', '28', '2', '28', '1', '29', '0', '0', '0', '0', '0', '0']"
3056,66:59:62:45:00:7e,-44,11,163254367,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-21', '21', '-22', '20', '-23', '19', '-25', '18', '-25', '17', '-25', '16', '-25', '15', '-25', '15', '-26', '14', '-25', '13', '-24', '13', '-23', '13', '-22', '14', '-21', '14', '-20', '14', '-19', '15', '-17', '15', '-17', '17', '-16', '17', '-14', '18', '-13', '18', '-13', '19', '-12', '20', '-10', '21', '-9', '23', '-8', '23', '-7', '24', '-6', '26', '0', '0', '-4', '25', '-3', '24', '-2', '24', '0', '25', '1', '24', '1', '23', '3', '23', '4', '23', '6', '23', '7', '22', '8', '22', '9', '21', '10', '21', '11', '21', '13', '21', '14', '22', '14', '21', '15', '21', '15', '22', '16', '22', '16', '22', '16', '23', '16', '23', '15', '23', '16', '23', '15', '24', '15', '25', '14', '25', '0', '0', '0', '0', '0', '0']"
3057,66:59:62:45:00:7e,-47,11,163305933,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '28', '15', '27', '17', '26', '18', '25', '20', '24', '20', '24', '22', '22', '22', '22', '22', '20', '22', '20', '21', '19', '21', '20', '19', '19', '19', '19', '17', '19', '16', '19', '15', '19', '14', '19', '12', '20', '11', '20', '9', '21', '8', '21', '7', '22', '6', '22', '4', '22', '3', '23', '1', '23', '0', '23', '-2', '0', '0', '23', '-4', '22', '-5', '22', '-7', '21', '-7', '21', '-9', '20', '-10', '19', '-12', '19', '-12', '17', '-13', '16', '-14', '16', '-16', '15', '-18', '15', '-18', '15', '-20', '14', '-20', '14', '-22', '14', '-22', '13', '-23', '14', '-23', '14', '-24', '14', '-25', '15', '-26', '15', '-25', '15', '-25', '16', '-25', '17', '-25', '17', '-25', '19', '-25', '0', '0', '0', '0', '0', '0']"
3058,66:59:62:45:00:7e,-43,11,163355212,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-17', '25', '-19', '24', '-20', '22', '-21', '20', '-23', '18', '-25', '17', '-25', '15', '-25', '14', '-25', '13', '-25', '12', '-25', '11', '-25', '10', '-24', '9', '-24', '9', '-23', '9', '-23', '8', '-22', '9', '-22', '9', '-21', '10', '-21', '10', '-21', '10', '-21', '11', '-21', '11', '-22', '13', '-22', '12', '-18', '15', '-21', '14', '-21', '13', '0', '0', '-22', '14', '-22', '14', '-21', '14', '-20', '14', '-20', '14', '-20', '14', '-19', '14', '-19', '14', '-18', '14', '-18', '14', '-18', '15', '-18', '15', '-18', '15', '-18', '16', '-18', '16', '-18', '17', '-19', '16', '-19', '17', '-20', '16', '-20', '16', '-21', '16', '-23', '15', '-23', '14', '-24', '12', '-24', '12', '-25', '11', '-26', '9', '-27', '7', '0', '0', '0', '0', '0', '0']"
3059,66:59:62:45:00:7e,-43,11,163403523,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '28', '10', '28', '13', '26', '15', '25', '17', '24', '18', '24', '19', '22', '20', '19', '21', '19', '21', '17', '21', '17', '21', '16', '20', '15', '21', '15', '20', '15', '19', '15', '18', '15', '17', '16', '17', '16', '16', '17', '16', '17', '15', '18', '14', '18', '14', '19', '14', '19', '15', '20', '14', '20', '14', '21', '14', '0', '0', '22', '14', '22', '12', '22', '13', '23', '12', '22', '11', '21', '11', '22', '10', '22', '9', '22', '9', '22', '9', '22', '8', '22', '8', '22', '7', '23', '7', '24', '8', '25', '8', '25', '7', '25', '9', '25', '9', '25', '10', '25', '11', '27', '11', '25', '12', '25', '14', '24', '15', '23', '16', '24', '17', '23', '19', '0', '0', '0', '0', '0', '0']"
3060,66:59:62:45:00:7e,-48,11,163495030,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-25', '20', '-26', '19', '-27', '18', '-28', '16', '-28', '15', '-28', '14', '-28', '13', '-28', '13', '-27', '12', '-27', '12', '-26', '11', '-24', '11', '-25', '12', '-23', '12', '-21', '12', '-20', '12', '-18', '13', '-17', '14', '-16', '15', '-15', '16', '-13', '16', '-12', '17', '-11', '18', '-10', '19', '-9', '21', '-7', '20', '-6', '21', '-5', '22', '0', '0', '-2', '23', '-1', '23', '0', '23', '2', '23', '3', '22', '4', '21', '6', '21', '7', '21', '9', '21', '10', '21', '12', '21', '12', '20', '14', '20', '15', '20', '17', '20', '18', '20', '18', '20', '19', '20', '20', '20', '21', '21', '21', '22', '21', '21', '21', '22', '20', '23', '21', '23', '21', '23', '20', '24', '20', '26', '0', '0', '0', '0', '0', '0']"
3061,66:59:62:45:00:7e,-47,11,163541624,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-37', '-5', '-36', '-7', '-34', '-10', '-33', '-11', '-33', '-14', '-32', '-15', '-31', '-16', '-29', '-16', '-28', '-17', '-27', '-17', '-26', '-17', '-26', '-17', '-25', '-15', '-24', '-15', '-24', '-13', '-24', '-13', '-24', '-11', '-25', '-10', '-25', '-9', '-26', '-8', '-27', '-7', '-27', '-7', '-29', '-6', '-29', '-5', '-30', '-4', '-30', '-3', '-31', '-3', '-31', '-3', '0', '0', '-32', '-2', '-31', '1', '-22', '0', '-30', '-1', '-31', '0', '-31', '3', '-31', '2', '-31', '3', '-31', '4', '-30', '4', '-30', '5', '-30', '5', '-31', '7', '-31', '7', '-31', '8', '-32', '8', '-33', '9', '-32', '8', '-33', '7', '-33', '7', '-35', '6', '-35', '6', '-36', '5', '-35', '3', '-35', '2', '-35', '0', '-37', '-2', '-36', '-3', '0', '0', '0', '0', '0', '0']"
3062,66:59:62:45:00:7e,-47,11,163589403,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-18', '-27', '-16', '-28', '-13', '-30', '-10', '-31', '-8', '-31', '-6', '-31', '-5', '-31', '-3', '-31', '-1', '-30', '-1', '-30', '1', '-28', '0', '-27', '0', '-27', '0', '-26', '0', '-24', '-1', '-23', '-1', '-22', '-1', '-22', '-2', '-22', '-3', '-22', '-5', '-20', '-5', '-20', '-6', '-20', '-7', '-20', '-9', '-20', '-10', '-19', '-11', '-19', '-11', '-20', '0', '0', '-13', '-20', '-13', '-19', '-13', '-19', '-14', '-19', '-15', '-17', '-16', '-17', '-16', '-16', '-16', '-16', '-17', '-16', '-17', '-16', '-18', '-16', '-19', '-15', '-19', '-15', '-20', '-15', '-21', '-16', '-21', '-16', '-21', '-16', '-22', '-17', '-21', '-18', '-21', '-19', '-21', '-20', '-21', '-20', '-20', '-21', '-19', '-21', '-18', '-23', '-17', '-24', '-16', '-25', '-14', '-26', '0', '0', '0', '0', '0', '0']"
3063,66:59:62:45:00:7e,-45,11,163637455,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '18', '-26', '21', '-25', '22', '-23', '23', '-21', '25', '-18', '26', '-18', '26', '-16', '26', '-15', '26', '-14', '25', '-13', '25', '-12', '24', '-11', '23', '-11', '22', '-11', '22', '-10', '21', '-10', '19', '-11', '19', '-12', '18', '-13', '18', '-13', '17', '-13', '16', '-14', '16', '-15', '16', '-16', '15', '-17', '15', '-17', '15', '-18', '15', '-20', '0', '0', '14', '-20', '14', '-20', '13', '-21', '12', '-21', '12', '-21', '11', '-21', '10', '-21', '10', '-22', '9', '-22', '9', '-22', '9', '-23', '9', '-23', '9', '-23', '8', '-24', '8', '-25', '8', '-26', '9', '-25', '9', '-26', '10', '-26', '10', '-27', '11', '-27', '12', '-26', '14', '-26', '15', '-25', '16', '-25', '17', '-24', '18', '-23', '20', '-22', '0', '0', '0', '0', '0', '0']"
3064,66:59:62:45:00:7e,-45,11,163684675,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '16', '-27', '19', '-25', '20', '-24', '22', '-21', '25', '-18', '26', '-17', '26', '-15', '26', '-13', '26', '-12', '26', '-10', '25', '-9', '24', '-8', '23', '-8', '23', '-8', '22', '-7', '21', '-7', '20', '-7', '19', '-8', '19', '-8', '18', '-9', '19', '-9', '18', '-10', '18', '-11', '18', '-11', '18', '-13', '18', '-13', '18', '-14', '18', '-15', '0', '0', '19', '-16', '18', '-15', '19', '-16', '18', '-15', '18', '-16', '17', '-16', '18', '-16', '18', '-17', '17', '-17', '17', '-17', '17', '-18', '18', '-18', '18', '-18', '19', '-18', '19', '-19', '20', '-19', '20', '-18', '21', '-18', '22', '-18', '24', '-17', '24', '-17', '26', '-15', '26', '-14', '27', '-13', '27', '-12', '28', '-10', '29', '-8', '30', '-5', '0', '0', '0', '0', '0', '0']"
3065,66:59:62:45:00:7e,-49,11,163732421,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '-1', '-36', '2', '-36', '5', '-34', '6', '-34', '7', '-35', '7', '-35', '9', '-34', '10', '-33', '10', '-32', '10', '-31', '10', '-29', '9', '-29', '9', '-28', '8', '-27', '7', '-26', '6', '-25', '4', '-23', '3', '-24', '1', '-22', '0', '-22', '-2', '-21', '-4', '-20', '-6', '-19', '-7', '-18', '-8', '-18', '-9', '-16', '-11', '-15', '-12', '-15', '0', '0', '-15', '-12', '-16', '-10', '-17', '-8', '-18', '-8', '-18', '-6', '-19', '-4', '-20', '-2', '-20', '0', '-21', '1', '-21', '1', '-22', '2', '-22', '4', '-22', '6', '-22', '8', '-24', '8', '-24', '10', '-25', '11', '-25', '12', '-26', '12', '-27', '13', '-27', '13', '-28', '15', '-28', '13', '-28', '13', '-28', '12', '-29', '13', '-30', '13', '-31', '12', '0', '0', '0', '0', '0', '0']"
3066,66:59:62:45:00:7e,-48,11,163779345,83,0,11,11,2,0,-96,0,0,1,128,117461767,0,2,0,1,0,0,0,"['0', '0', '0', '0', '0', '0', '0', '0', '33', '-10', '33', '-8', '35', '-7', '35', '-3', '36', '0', '34', '2', '35', '3', '33', '4', '33', '5', '32', '5', '30', '6', '29', '6', '29', '5', '27', '4', '26', '4', '26', '3', '24', '2', '24', '1', '22', '0', '23', '-1', '21', '-1', '20', '-2', '20', '-3', '20', '-4', '20', '-6', '19', '-9', '17', '-9', '17', '-11', '0', '0', '16', '-12', '15', '-13', '14', '-15', '13', '-15', '12', '-16', '12', '-16', '11', '-18', '9', '-19', '8', '-19', '7', '-20', '6', '-21', '6', '-23', '5', '-23', '4', '-23', '5', '-24', '3', '-25', '5', '-26', '2', '-25', '4', '-27', '4', '-27', '5', '-27', '6', '-29', '5', '-30', '6', '-29', '6', '-30', '8', '-29', '9', '-29', '11', '-29', '0', '0', '0', '0', '0', '0']"
